LicNumber,LicName,LicPhone,LicFax,StoreAddress1,StoreAddress2,StoreAddress3,MailingAddress11,MailingAddress21,MailingAddress31,StoreCity,StorePC
77620200,MO'S LIQUOR STORE,(403) 569-0009,NOFAX,401 MERGANSER DRIVE, , ,203 EDGEBROOK PARK NW, , ,CHESTERMERE,T1X 1K5
77696000,STAR LIQUOR & WINE BOUTIQUE,(403) 735-2350,NOFAX,113-180 MARINA DRIVE, , ,106-2323 32 AVENUE NE, , ,CHESTERMERE,T1X 0R9
77749900,SOLO LIQUOR STORE (CHESTERMERE),(403) 899-5101,NOFAX,302-320 WEST CREEK DRIVE, , ,1100-634 6 AVENUE SW, , ,CHESTERMERE,T1X 0P7
77056600,CRAZY HORSE LIQUOR STORE,(780) 567-2086,NOFAX,9923 102 AVENUE, , ,PO BOX 48, , ,CLAIRMONT,T8X 5A4
77129300,BEER 'SELLER',(780) 538-3095,(780) 538-3477,8301 99 STREET, , ,101-8301 99 STREET, , ,CLAIRMONT,T0H 0W0
77021600,CORNER LIQUOR STORE,(403) 625-1780,NOFAX,4905 2 STREET W, , ,4905 2 STREET WEST,PO BOX 518, ,CLARESHOLM,T0L 0T0
77709700,PETROS LIQUOR,(403) 625-5336,NOFAX,129 50 AVENUE WEST, , ,PO BOX 190, , ,CLARESHOLM,T0L 0T0
77820700,CURLY'S COLD BEER AND LIQUOR,-,NOFAX,122 50 AVENUE WEST, , ,122 50 AVENUE WEST, , ,CLARESHOLM,T0L 0T0
77699200,RUSTIC RIVER LIQUOR OUTLET LTD.,(780) 554-5815,NOFAX,80038 TOWNSHIP ROAD 41-4, , ,1306-10221 TUSCANY BOULEVARD NW, , ,CLEARWATER COUNTY,T8N 4C2
78038600,WESTEND LIQUOR STORE,(780) 888-7786,NOFAX,73022 HIGHWAY 11A WEST, , ,860 34 AVENUE, , ,CLEARWATER COUNTY,T4T 1B4
76966400,5 O'CLOCK SOMEWHERE,(403) 784-2078,NOFAX,5011 RAILWAY AVENUE, , ,PO BOX 29, , ,CLIVE,T0C 0Y0
77424800,TAM'S COLD BEER N' SPIRITS,(403) 734-2109,(403) 734-1045,206 2 AVENUE, , ,PO BOX 69, , ,CLUNY,T0J 0S0
77606000,CLYDE CORNER LIQUOR STORE,(780) 348-5988,NOFAX,CLYDE CORNER LIQUOR STORE, , ,PO BOX 178, , ,CLYDE,T0G 0P0
76454100,COALDALE SPIRITS & WINE MERCHANTS,(403) 345-6686,(403) 345-4761,2007 18 STREET, , ,2007 18 STREET, , ,COALDALE,T1M 1E9
76567300,VENTURA LIQUOR STORE,(403) 345-5494,(403) 388-4335,1814 20 AVENUE, , ,PO BOX 1222, , ,COALDALE,T1M 1J2
76657100,PIT STOP LIQUOR,(403) 345-2337,(403) 345-5084,4-1907 18 AVENUE, , ,1-1907 18 AVENUE, , ,COALDALE,T1M 1K7
77384100,NC SPIRITS,(403) 345-4445,NOFAX,2512 21 AVENUE, , ,64 RIVERWOOD MANOR W, , ,COALDALE,T1M 0C1
75850600,COALHURST LIQUOR STORE,(403) 381-3050,(403) 381-3049,100 SPRUCE GROVE ROAD, , ,94 STONECREST POINT WEST, , ,COALHURST,T0L 0V0
78032100,LIQUOR TIME,(403) 942-1693,NOFAX,4-201 51 AVENUE, , ,437 TWINRIVER ROAD WEST, , ,COALHURST,T0L 0V0
76654200,HAPPY'S LIQUOR STORE,(403) 851-0831,(403) 851-0931,2002-120 5 AVENUE, , ,2002-120 5 AVENUE W, , ,COCHRANE,T4C 0A4
76785100,VINESTONE WINE CO.,(403) 981-9463,NOFAX,608 2 STREET W, , ,608 2 STREET W, , ,COCHRANE,T4C 1Z7
76859200,RAILWAY LIQUOR STORE,(403) 932-7122,(403) 851-7615,4-79 RAILWAY STREET E, , ,1366 STRATHCONA DR SW, , ,COCHRANE,T4C 2B7
76880800,GREAT CANADIAN LIQUOR,(403) 932-0530,(403) 932-0530,3 WEST VALLEY CENTRE,57 WEST AARSBY ROAD, ,11478 149 STREET NW, , ,COCHRANE,T4C 1M1
77302100,SOBEYS LIQUOR (COCHRANE),(403) 932-2075,NOFAX,3-75 BOW STREET, , ,1020 64 AVENUE NE, , ,COCHRANE,T4C 0T4
77322900,4TH AVENUE LIQUOR STORE,(403) 932-5249,(403) 932-5249,1-122 4 AVENUE W, , ,18 ROYAL OAK CRESCENT, , ,COCHRANE,T0L 0W0
77323300,CROWFOOT WINE & SPIRITS- SUNSET RIDGE,(403) 932-4104,(403) 932-4157,3101-101 SUNSET  DRIVE, , ,201-7422 CROWFOOT ROAD NW, , ,COCHRANE,T4C 0B4
77353100,SAFEWAY LIQUOR (TOWN SQUARE),(403) 932-8941,(403) 932-8946,B304 5 AVENUE WEST, , ,1020 64 AVENUE NE, , ,COCHRANE,T4C 2A5
77596400,JOE'S LIQUOR STORE,(403) 932-5520,(403) 936-5576,3-118 1 AVENUE WEST, , ,397 RIVER HEIGHTS DRIVE, , ,COCHRANE,T0L 0W0
77625900,BOW RIDGE WINE & SPIRITS,(403) 851-1400,NOFAX,102-1 BOW RIDGE ROAD, , ,102-1 BOW RIDGE ROAD, , ,COCHRANE,T4C 2J1
77696100,STAR LIQUOR & WINE BOUTIQUE,(587) 430-0689,NOFAX,5102-150 FIRESIDE BOULEVARD, , ,106-2323 32 AVENUE NE, , ,COCHRANE,T4C 0R1
77741700,CO-OP WINE SPIRITS BEER - MOUNTAIN RIDGE,(403) 457-2526,NOFAX,2103-100 HORSE CREEK ROAD, , ,2103-100 HORSE CREEK ROAD, , ,COCHRANE,T4C 0E3
77786200,WINE & SPIRIT LIQUOR,(403) 613-0211,NOFAX,41216 BIG HILL SPRINGS ROAD, , ,RR 1 SITE 9 BOX 17, , ,COCHRANE,T4C 1A1
77920900,BEER DEN,(403) 981-0919,NOFAX,29-31 BOW STREET COMMON, , ,29-31 BOW STREET COMMON, , ,COCHRANE,T4C 2N1
78036300,FIESTA LIQUOR,(403) 630-8641,NOFAX,4A 1105 RIVER HEIGHTS DRIVE, , ,213 PANTEGO ROAD NW, , ,COCHRANE,T4C 2T8
78050200,SOLO LIQUOR AT COCHRANE,(403) 851-7495,NOFAX,2-70 QUARRY STREET WEST, , ,101-17220 STONY PLAIN ROAD, , ,COCHRANE,T4C 2B7
75503200,BEST WESTERN COLD LAKE INN,(780) 594-4888,(780) 594-6375,4815 52 STREET, , ,PO BOX 245 STN MAIN, , ,COLD LAKE,T9M 1P1
76660900,LIQUOR WAREHOUSE,(780) 594-0401,(888) 837-3124,3-4802 43 AVENUE, , ,3-4802 43 AVENUE, , ,COLD LAKE,T9M 1K6
77168100,SOBEYS LIQUOR (COLD LAKE),(780) 594-6320,NOFAX,B-6203 51 STREET, , ,1020 64 AVENUE NE, , ,COLD LAKE,T9M 1Z9
77436500,SOBEYS LIQUOR (COLD LAKE SOUTH),(780) 594-7300,NOFAX,5004 50 AVENUE, , ,1020 64 AVENUE NE, , ,COLD LAKE,T9M 1P3
77827300,PUBLIC LIQUOR,(587) 983-0202,NOFAX,5230 55 STREET, , ,PO BOX 71, , ,COLD LAKE,T8N 1N2
78027700,COLD LAKE LIQUORS,(780) 639-4915,NOFAX,MARINA MALL,2-901 10 STREET, ,449-52477 21 HIGHWAY, , ,COLD LAKE,T9M 1N1
78031700,P.J.'S LIQUOR STORE,(780) 722-6208,NOFAX,2010 8 AVENUE, , ,3713 ALEXANDER CRESCENT SW, , ,COLD LAKE,T9M 1C2
78067100,NAP LIQUOR DISCOUNTER,(403) 608-1719,NOFAX,103-2550 16 AVENUE, , ,103-2550 16 AVENUE, , ,COLD LAKE,T0M 1Z8
74392500,CENTRAL LIQUOR,(403) 577-2711,(403) 577-3503,4904 50 AVENUE, , ,PO BOX 250, , ,CONSORT,T0C 1B0
77633900,BUFFALO TRAIL LIQUOR,(403) 575-5525,NOFAX,5102 43 STREET, , ,PO BOX 427, , ,CONSORT,T0C 1B0
77966500,SHORT STOP LIQUOR STORE,(403) 578-3321,NOFAX,5014 VICTORIA AVENUE, , ,PO BOX 486, , ,CORONATION,T0C 1C0
74643400,CROSSFIELD LIQUOR STORE,(403) 946-4413,(403) 946-4413,915 RAILWAY STREET, , ,PO BOX 278, , ,CROSSFIELD,T0M 0S0
77972900,BIG BEAR'S LIQUOR DEN,(780) 975-4899,NOFAX,103-1010 RAILWAY STREET, , ,PO BOX 237, , ,CROSSFIELD,T0M 0S0
77973000,A & B LIQUOR STORE,(780) 975-4899,NOFAX,1202 RAILWAY STREET, , ,PO BOX 237, , ,CROSSFIELD,T0M 0S0
77492200,CZAR LIQUOR & WINES,(780) 857-3927,(780) 857-2404,4928 50 STREET, , ,4928 50 STREET, , ,CZAR,T0B 0Z0
77134900,DAPP LIQUOR STORE,(780) 954-3852,NOFAX,RR 1, , ,RR 1, , ,DAPP,T0G 0S0
77653900,49TH STREET LIQUOR STORE,(780) 679-8815,NOFAX,5037 49 STREET, , ,PO BOX 217, , ,DAYSLAND,T0B 1A0
75962400,DE WINTON COUNTRY STORE,(403) 938-2458,(403) 938-2458,114 MACLEOD TRAIL, , ,PO BOX 100, , ,DE WINTON,T0L 0X0
76724200,CROWFOOT WINE & SPIRITS - HERITAGE,(403) 873-7650,NOFAX,POINTE,200-412 PINE CREEK ROAD, ,POINTE,201-7422 CROWFOOT ROAD NW, ,DE WINTON,T0L 0X0
77382000,VILLAGE LIQUOR,(403) 990-0358,NOFAX,2421 20 STREET, , ,PO BOX 10 2A21 20 STREET, , ,DELBURNE,T0M 0V0
77671200,RED ROSE LIQUOR STORE,(780) 994-3578,NOFAX,1819 28 AVENUE, , ,1819 28 AVENUE, , ,DELBURNE,T0M 0V0
77848100,WHITE KNIGHT LIQUOR,(403) 436-0411,NOFAX,101 MAIN STREET, , ,PO BOX 94, , ,DELIA,T0J 0W0
74607000,SUPERIOR LIQUOR MART,(780) 987-2744,(780) 987-2740,47 SUPERIOR STREET, , ,47 SUPERIOR STREET, , ,DEVON,T9G 1K8
76870100,GREAT CANADIAN LIQUOR,(780) 987-0987,(780) 987-3085,102-17 SUPERIOR STREET, , ,11478 149 STREET NW, , ,DEVON,T9G 1Y9
76870500,ANDERSONS LIQUOR,(780) 987-5411,NOFAX,3-102 ERIE STREET, , ,11478 149 STREET NW, , ,DEVON,T9G 2J4
77884800,APOLLO LIQUOR LTD.,(587) 987-4992,NOFAX,102B 17 ATHABASCA AVENUE, , ,102B 17 ATHABASCA AVENUE, , ,DEVON,T9G 1G5
77915000,DEVON WINE SPIRITS BEER,(780) 987-3307,NOFAX,107-180 MIQUELON AVENUE, , ,107-180 MIQUELON AVENUE, , ,DEVON,T9G 0A6
76762500,MOUNTAIN VIEW LIQUOR AND BEER,(403) 335-8333,(403) 335-8342,2010 20 AVENUE, , ,4510 SHANNON DRIVE, , ,DIDSBURY,T0M 0W0
77043500,CLOUD NINE LIQUOR,(403) 335-8889,NOFAX,A-1909 20 STREET, , ,PO BOX 606, , ,DIDSBURY,T0M 0W0
77516400,CORK & CRATE,(403) 335-5711,NOFAX,5-2409 16 STREET, , ,PO BOX 777, , ,DIDSBURY,T0M 0W0
77672100,1ST CHOICE LIQUOR MART,(403) 615-6777,NOFAX,1602 20 STREET, , ,506 SADDLELAKE DRIVE NE, , ,DIDSBURY,T0M 0W0
76826600,BEER LOCKER,(780) 542-7527,NOFAX,4717 20 AVENUE, , ,5021 43 STREET, , ,DRAYTON VALLEY,T0E 0M0
76916700,POPLAR RIDGE LIQUOR STORE,(780) 514-0741,NOFAX,6402 50 AVENUE, , ,PO BOX 7655, , ,DRAYTON VALLEY,T7A 1S1
77446400,BLACK CAT LIQUOR STORE,(780) 455-0083,NOFAX,105-4930 55 AVENUE, , ,41 WINDSOR CRESCENT, , ,DRAYTON VALLEY,T7A 1W2
77506900,MIXERS LIQUOR STORE,(780) 542-7595,NOFAX,5236 50 STREET, , ,PO BOX 6525, , ,DRAYTON VALLEY,T7A 1R9
77606900,B & B LIQUOR STORE,(403) 483-0535,NOFAX,5036 50 AVENUE, , ,PO BOX 6054, , ,DRAYTON VALLEY,T7A 1J7
77768900,REGAL WINE & SPIRITS,(780) 885-0796,NOFAX,5105 50 STREET, , ,100-10025 JASPER AVENUE, , ,DRAYTON VALLEY,T7A 1R3
77848800,GEORGIA'S LIQUOR,(780) 542-6399,NOFAX,12-4341 50 STREET, , ,12-4341 50 STREET, , ,DRAYTON VALLEY,T7A 1M4
78050100,SOLO LIQUOR AT DRAYTON VALLEY,(780) 917-4180,NOFAX,2128 50 STREET, , ,101-17220 STONY PLAIN ROAD, , ,DRAYTON VALLEY,T7A 0C5
76647000,JERRY'S LIQUOR STORE,(403) 823-4909,(403) 823-4907,300-680 2 STREET SE, , ,PO BOX 218, , ,DRUMHELLER,T0J 0Y0
77241600,DRUMHELLER LIQUOR STORE,(403) 823-2465,(403) 823-3799,40 RAILWAY AVENUE W, , ,PO BOX 938, , ,DRUMHELLER,T0J 0Y0
77386300,DINO LIQUOR STORE,(403) 856-3666,NOFAX,1102A HIGHWAY 9 SOUTH, , ,PO BOX 938, , ,DRUMHELLER,T0J 0Y0
77630900,MR. LIQUOR,(403) 856-0600,NOFAX,16A-249 3 AVENUE WEST, , ,5206 CORAL SHORES DRIVE NE, , ,DRUMHELLER,T0J 0Y0
77696700,NACMINE LIQUOR,(403) 823-3798,NOFAX,624 HUNTER DRIVE, , ,PO BOX 818, , ,DRUMHELLER,T0J 0Y0
78000000,ACE LIQUOR DISCOUNTER AT DRUMHELLER,(780) 917-4180,NOFAX,105 GROVE PLACE, , ,101-17220 STONY PLAIN ROAD, , ,DRUMHELLER,T0J 0Y0
77041300,EAGLE BUTTE CROSSING LIQUOR STORE,(403) 528-8983,(403) 528-8985,7 3 AVENUE EAST, , ,969 16 STREET SW, , ,DUNMORE,T1B 0J9
76716600,ECKVILLE LIQUOR STORE,(403) 746-2120,(403) 746-3042,4923 51 AVENUE, , ,PO BOX 730, , ,ECKVILLE,T0M 0X0
77012400,SAND DUNES LIQUOR & COLD BEER,(780) 755-2337,(877) 751-2531,5120 49 AVENUE, , ,PO BOX 239, , ,EDGERTON,T0B 1K0
77424900,THIRSTY'S LIQUOR & COLD BEER,(780) 755-2333,NOFAX,5012 50 AVENUE, , ,5012 50 AVENUE, , ,EDGERTON,T0B 1K0
60127000,CONTINENTAL INN,(780) 484-7751,(780) 484-9827,16625 STONY PLAIN ROAD NW, , ,16625 STONY PLAIN ROAD NW, , ,EDMONTON,T5P 4A8
60230300,ROSSLYN INN & SUITES,(780) 476-6241,(780) 473-3021,13620 97 STREET NW, , ,13620 97 STREET NW, , ,EDMONTON,T5E 4E2
62576900,CHATEAU LOUIS HOTEL & CONFERENCE CENTRE,(780) 452-7770,(780) 454-3436,11727 KINGSWAY NW, , ,11727 KINGSWAY NW, , ,EDMONTON,T5G 3A1
71806100,WINE CELLAR,(780) 488-9463,(780) 488-1145,12421 102 AVENUE NW, , ,12421 102 AVENUE NW, , ,EDMONTON,T5N 0M2
74092300,LIQUOR SELECT,(780) 481-6868,(780) 444-9087,8924 149 STREET NW, , ,8924 149 STREET NW, , ,EDMONTON,T5R 1B8
74268400,PETROLIA LIQUOR STORE,(780) 438-0448,(780) 988-9184,11431 40 AVENUE NW, , ,11431 40 AVENUE NW, , ,EDMONTON,T6J 0R4
74689800,ATHLONE LIQUOR & COLD BEER STORE,(780) 451-5423,(780) 452-8709,12904 127 STREET NW, , ,12904 127 STREET NW, , ,EDMONTON,T5L 1A9
74719100,MILLBOURNE LIQUOR STORE,(780) 469-1122,(780) 461-6828,190 MILLBOURNE SHOPPING CENTRE NW, , ,190 MILLBOURNE SHOPPING CENTRE NW, , ,EDMONTON,T6K 3L6
75396300,HERMITAGE LIQUOR EXPRESS,(780) 473-0957,(780) 473-0957,12727 50 STREET NW, , ,12727 50 STREET NW, , ,EDMONTON,T5A 4L8
75477100,REAL CANADIAN LIQUOR STORE,(780) 472-4720,(780) 472-4734,4950  137 AVENUE NE, , ,4950 137 AVENUE NW, , ,EDMONTON,T5Y 2V4
75630200,CROWN LIQUOR STORE,(780) 413-8988,(780) 490-0188,7617 ARGYLL ROAD NW, , ,7617 ARGYLL ROAD NW, , ,EDMONTON,T6C 4A7
75652300,JASPER PLACE LIQUOR STORE,(780) 481-2642,(780) 489-1909,15312 STONY PLAIN ROAD NW, , ,15312 STONY PLAIN ROAD NW, , ,EDMONTON,T5P 3Y7
75691400,TOPS LIQUOR STORE,(780) 701-0088,(780) 433-9947,10768 82 AVENUE NW, , ,2431 MARTELL CRESCENT NW, , ,EDMONTON,T6E 2A8
75724800,TOPS LIQUOR STORE,(780) 433-9938,(780) 433-9947,10028 82 AVENUE NW, , ,10028 82 AVENUE NW, , ,EDMONTON,T6E 1Z3
75729400,REAL CANADIAN LIQUOR STORE,(780) 430-2774,(780) 430-2776,4821 CALGARY TRAIL NW, , ,4821 CALGARY TRAIL NW, , ,EDMONTON,T6H 5W8
75729500,REAL CANADIAN LIQUOR STORE,(780) 406-3773,(780) 406-3775,12350  137 AVENUE, , ,12350 137 AVENUE NW, , ,EDMONTON,T5L 4X6
75729600,REAL CANADIAN LIQUOR STORE,(780) 486-8490,(780) 486-8488,17303 STONY PLAIN ROAD NW, , ,17303 STONY PLAIN ROAD NW, , ,EDMONTON,T5S 1B5
75829800,50TH STREET LIQUOR STORE,(780) 466-8878,(780) 466-5481,5010 76 AVENUE NW, , ,5010 76 AVENUE NW, , ,EDMONTON,T6B 0A6
75855000,LIQUOR LAKE,(780) 413-1905,(780) 413-1906,12526 132 AVENUE NW, , ,12526 132 AVENUE NW, , ,EDMONTON,T5L 3P9
75888200,MARIO'S LIQUOR STORE,(780) 479-1634,(780) 479-1634,5007 118 AVENUE NW, , ,5007 118 AVENUE NW, , ,EDMONTON,T5W 1B8
75902100,WHITEMUD CROSSING LIQUOR STORE,(780) 466-3113,(780) 466-3113,179-4211 106 STREET NW, , ,179-4211 106 STREET NW, , ,EDMONTON,T6J 6P3
75937700,TOPS LIQUOR,(780) 440-3171,(780) 440-3171,7440 82 AVENUE NW, , ,2911 43B AVENUE NW, , ,EDMONTON,T6B 0G2
75953500,CROWN LIQUOR STORE,(780) 413-6868,(780) 490-0188,14626 50 STREET NW, , ,14626 50 STREET NW, , ,EDMONTON,T5A 4W9
76052200,REAL CANADIAN LIQUOR STORE,(780) 490-3925,(780) 490-3926,9715  23 AVENUE NW, , ,9715 23 AVENUE NW, , ,EDMONTON,T6N 1K7
76091400,LIQUOR SPOT #2,(780) 443-2790,(780) 444-3584,17250 95 AVENUE NW, , ,17250 95 AVENUE NW, , ,EDMONTON,T5T 6P1
76100400,LIQUOR STATION,(780) 484-3633,(780) 484-3633,103-16220 STONY PLAIN ROAD NW, , ,103-16220 STONY PLAIN ROAD NW, , ,EDMONTON,T5P 4A4
76141900,DELTON LIQUOR MART,(780) 472-7250,(780) 472-7284,6-8103 127 AVENUE NW, , ,6-8103 127 AVENUE NW, , ,EDMONTON,T5C 1R9
76142100,PARKWEST LIQUOR LOFT,(780) 487-7272,(780) 487-8017,18916 87 AVENUE NW, , ,18916 87 AVENUE NW, , ,EDMONTON,T5T 6J1
76150100,SOBEYS WESTERN CELLARS,(780) 430-9500,(780) 430-9216,14272 23 AVENUE NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T6R 3B9
76150200,SOBEYS LIQUOR (MILLWOODS),(780) 485-2840,(780) 485-2842,5221  23 AVENUE NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T6L 7G5
76153200,LIQUOR GALLERY,(780) 406-5477,NOFAX,13030 50 STREET NW, , ,13030 50 STREET NW, , ,EDMONTON,T5A 4V9
76179900,LIQUOR MERCHANTS,(780) 488-3464,(780) 488-3465,13132 82 STREET NW, , ,13132 82 STREET NW, , ,EDMONTON,T5E 2T5
76201600,SOBEYS SPIRITS * WINE * COLD BEER,(780) 473-7800,(780) 473-6622,15353 CASTLEDOWNS ROAD NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T5X 6C3
76215000,GLENORA LIQUOR,(780) 447-2909,(780) 447-7301,10228 140 STREET NW, , ,10228 140 STREET NW, , ,EDMONTON,T5N 2L4
76261800,SOBEYS LIQUOR (MEADOWBROOK),(780) 463-4900,(780) 463-4615,3803  34 STREET NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T6T 1K9
76263200,WINTERBURN LIQUOR STORE,(780) 447-9991,(780) 447-3727,21528 115 AVENUE NW, , ,10624 214 STREET NW, , ,EDMONTON,T5S 2N7
76266600,KEG N CORK,(780) 461-0191,(780) 461-0809,3845 99 STREET NW, , ,3845 99 STREET NW, , ,EDMONTON,T6E 6H6
76322900,SPIRITS OF BELMONT,(780) 473-1844,(780) 473-1904,12-13508 VICTORIA TRAIL NW, , ,204-7104 109 STREET NW, , ,EDMONTON,T5A 5C9
76346800,SOBEYS LIQUOR (HAWKSTONE),(780) 489-5050,(780) 489-2029,HAWKSTONE PLAZA STORE #599,4903  184 STREET NW, ,1020 64 AVENUE NE, , ,EDMONTON,T6M 2X5
76351800,G & R LIQUOR MART,(780) 428-9410,NOFAX,9906 109 STREET NW, , ,9906 109 STREET NW, , ,EDMONTON,T5K 1H5
76364000,LONG STREET LIQUOR STORE,(780) 496-2470,(780) 496-2470,11411 104 AVENUE NW, , ,17446 107A STREET, , ,EDMONTON,T5K 2S2
76366300,SHERBROOKE LIQUOR STORE,(780) 455-4556,(780) 454-3531,11819 ST  ALBERT TRAIL NW, , ,11819 ST  ALBERT TRAIL NW, , ,EDMONTON,T5L 5B5
76375700,LO-COST LIQUOR STORE,(780) 487-7378,(780) 487-7376,6807 170 STREET NW, , ,6807 170 STREET NW, , ,EDMONTON,T5T 4W4
76389200,LIQUOR MERCHANTS,(780) 433-1814,(780) 488-3465,11148 82 AVENUE NW, , ,11148 82 AVENUE NW, , ,EDMONTON,T6G 2L8
76400200,JASPER LIQUOR MERCHANTS,(780) 488-3464,(780) 488-3465,11607 JASPER AVENUE NW, , ,11607 JASPER AVENUE NW, , ,EDMONTON,T5K 0M9
76425500,101 AVE LIQUOR,(780) 442-8888,(780) 442-8889,7430 101 AVENUE NW, , ,7430 101 AVENUE NW, , ,EDMONTON,T6A 0J3
76452600,BIN 104 FINE WINE AND SPIRITS,(780) 436-8850,(780) 436-1160,5454 CALGARY TRAIL  NW, , ,5454 CALGARY TRAIL  NW, , ,EDMONTON,T6H 4J8
76464000,VINES OF RIVERBEND,(780) 434-9444,(780) 434-9447,2331 RABBIT HILL ROAD NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6R 3L6
76470500,LIQUOR DEPOT AT CALLINGWOOD,(780) 483-4600,(780) 483-1630,208-6655 178 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5T 4J5
76470600,LIQUOR DEPOT AT JASPER AVENUE,(780) 426-0304,(780) 420-6262,10164 109 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5J 1M7
76470700,LIQUOR DEPOT AT 153 AVENUE,(780) 457-3900,(780) 472-2908,15317 97 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5X 5V3
76470800,LIQUOR DEPOT AT 99 STREET,(780) 989-1125,(780) 432-9484,8169 99 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6E 3S9
76470900,LIQUOR DEPOT AT BONNIE DOON,(780) 469-3377,(780) 469-4343,BONNIE DOON SHOPPING CENTRE,187-8330 82 AVENUE NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6C 4E3
76471100,LIQUOR DEPOT AT MAINSTREET,(780) 490-1034,(780) 461-4592,MAINSTREET SHOPPING CENTRE,6538 28 AVENUE NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6L 6N3
76471300,LIQUOR DEPOT AT OLIVER PLACE,(780) 488-2905,(780) 488-0081,11730 JASPER AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5K 0N3
76471500,LIQUOR DEPOT AT MEADOWLARK,(780) 486-3400,(780) 486-5141,266 MEADOWLARK SHOPPING CENTRE,87 AVENUE & 156 STREET NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5R 3W9
76471600,LIQUOR DEPOT AT MILLWOODS,(780) 495-9683,(780) 495-9684,2603 66 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6K 4B5
76471700,LIQUOR DEPOT AT NAMAO,(780) 457-6105,(780) 406-0173,16562 95 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5Z 3L7
76471800,LIQUOR DEPOT AT RIVERBEND SQUARE,(780) 435-3535,(780) 988-8952,740 RIVERBEND SQUARE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6R 2E3
76472000,LIQUOR DEPOT AT WESTMOUNT,(780) 452-9912,(780) 452-9935,184 WESTMOUNT CENTRE,111 AVENUE & GROAT ROAD NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5M 3L7
76472200,LIQUOR DEPOT AT MANNING CROSSING,(780) 406-5714,(780) 476-7254,252 MANNING CROSSING NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5A 5A1
76472300,LIQUOR DEPOT AT OLIVER SQUARE,(780) 488-6000,(780) 488-6030,11724 104 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5K 2P3
76472600,LIQUOR DEPOT AT DELTON,(780) 475-3999,(780) 475-4053,DELTON SHOPPING CENTRE,12902 82 STREET NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5E 2T2
76472700,WINE AND BEYOND,(780) 438-4071,(780) 437-4004,11011 51 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6H 5T1
76472800,LIQUOR DEPOT AT GROAT RD WESTMOUNT,(780) 451-5342,(780) 451-9406,13366 114 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5M 4B7
76472900,LIQUOR DEPOT AT DALY GROVE,(780) 461-7979,(780) 461-0080,4223 23 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6L 5Z8
76483400,STAYNER LIQUOR,(780) 413-3312,(780) 472-9598,13819 127 STREET NW, , ,13819 127 STREET NW, , ,EDMONTON,T6V 1A8
76490700,SAM'S LIQUOR STORE,(780) 440-6484,(780) 440-2324,9271 50 STREET NW, , ,9271 50 STREET NW, , ,EDMONTON,T6B 3B6
76491800,DEVINE WINES & SPIRITS,(780) 421-9463,(780) 421-9477,BIRKS BUILDING,10111 104 STREET NW, ,BIRKS BUILDING,10111 104 STREET NW, ,EDMONTON,T5J 0Z9
76517300,LIQUOR DEPOT AT SOUTHTRAIL,(780) 989-7601,(780) 989-1144,SOUTH TRAIL PLAZA,3354 GATEWAY BOULEVARD NORTH NW, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6J 6V1
76518000,LIQUOR DEPOT AT MAYFIELD COMMON,(780) 444-3980,(780) 484-4511,MAYFIELD COMMON NW,370-170 STREET & STONY PLAIN ROAD, ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5P 4B3
76518800,LIQUOR RUN,(780) 444-4007,(780) 484-4049,15636 STONY PLAIN ROAD NW, , ,15636 STONY PLAIN ROAD NW, , ,EDMONTON,T5P 3Z4
76519500,LIQUOR EXPRESS,(780) 473-2155,(780) 473-2155,12625 153 AVENUE NW, , ,12625 153 AVENUE NW, , ,EDMONTON,T5X 5X8
76542400,OASIS LIQUOR STORE,(780) 990-0054,(780) 990-0054,10537 107 AVENUE NW, , ,10537 107 AVENUE NW, , ,EDMONTON,T5H 0W3
